objectid,geoid20,equityindex,equityindexvalue,livabilityindex,livabilityindexvalue,accessibilityindex,accessibilityindexvalue,economicindex,economicindexvalue,educationindex,educationindexvalue,environmentalindex,environmentalindexvalue,averagepavementcondition,healthyfoodavailability,householdvehicleaccess,householdswithinternet,parksopenspace,communityparks,regionalparks,neighborhoodparks,transitaccessscore,voterparticipationrate,sidewalksandbikeways,f200__of_poverty,povertyrate,jobsindex,jobsdensity,medianhouseholdincome,employmentrate,averagestudentmobility,percent25yearoldswithbachelorsd,averagetestingproficiency,educationalattainmentindex,highschoolgraduationrate,kindergartenreadinessrate,dieselemissions,ozoneconcentration,pm25particulates,toxicreleasesfromfacilities,proximitytoheavytrafficroadways,urbanheatislandeffect,urbantreecanopy,costburdenedhouseholds,ownercostburden,rentercostburden,owneroccupiedunits,medianhomevalue,pedestrianbicyclistcrashes,tacomacrimerisk,tacomapersonalcrime,tacomapropertycrime,insuredrate,averagelifeexpectancy,population,populationdensity,limitedenglish,populationunder18,population18to64,population65andabove,peopleofcolor,americanindianoralaskannative,asian,blackorafricanamerican,hispanicorlatino,nativehawaiianorpacificislander,otherrace,twoormoreraces,white,globalid,Shape__Area,Shape__Length
586,530539400023,Low,-0.32710428,Low,-0.26874574,Very Low,-0.32547148,Moderate,-0.0031104,Moderate,-0.11777434,Very Low,-0.92041944,58,0.3077,0.9647,0.9823,1.66,0.55,1,0.11,6.7334,0.4352,0.0028,0.5217,0.359,45.8723,0.40221215,37120,0.9792,,0.26451613,,0.3712,,,0.5923,50.7234,7.0812,2039.4128,623.6896,86.4471,0.1476,0.3428,0,0.44090909,0.22261484,319200,5,81.375,8,30,0.8602,80.1,830,0.99355979,0.04187817,0.37710843,0.58192771,0.12891566,0.76024096,0.00240964,0.1060241,0.34819277,0.23493976,0.13855422,0.01927711,0.14578313,0.23975904,206e3ba8-9b72-464b-8353-19df23fa1002,36517473.9342651,32499.9289238082
587,530539400024,Moderate,-0.02757122,Moderate,0.05467377,Low,-0.15778477,High,0.37496055,Low,-0.20085686,Moderate,-0.20884879,63.2,0.25,0.9423,0.9642,2.56,1,1,0.56,5.2226,0.4352,0.0002,0.2756,0.1898,19.3525,0.95176584,98523,0.9604,,0.17152104,,0.2896,,,0.5923,50.7234,7.0812,1330.1105,242.9627,86.5317,0.3793,0.2843,0.176,0.5390625,0.74552684,464700,4,1.3,1,0,0.89,78.3,1698,1.88356457,0.0417434,0.19493522,0.74087161,0.12485277,0.37396938,0.02591284,0.06949352,0.11484099,0.09599529,0.00530035,0.05594817,0.1024735,0.62603062,e80761d8-ab1b-4dbf-892c-d8fd2105fe4d,39878628.0484619,31669.2572790758
591,530539400044,Moderate,0.02566067,High,0.15197871,High,0.10531615,Low,-0.16567937,Moderate,-0.11716344,High,0.15385131,95.87,,0.983,0.8469,2.45,1,1,0.45,3.8519,0.5954,0,0.2868,0.0578,1.6287,0.62229932,74044,0.9447,,0.24016145,,0.3718,,,0.4337,51.071,7.1076,1031.1509,77.5949,86.8264,0.4295,0.3856,0.13138686,0.50847458,0.77693762,455500,1,0,,0,0.9059,77.4,1297,1.31239384,0.02432886,0.19429453,0.59753277,0.24749422,0.20663069,0.01002313,0.00231303,0.01464919,0.15651504,0,0.00539707,0.17424827,0.79336931,6959821e-e645-4056-a113-6dc42d91d8b4,43956059.8459473,42555.9830924044
593,530539400051,High,0.25693805,High,0.33103625,Low,-0.21545924,Very High,0.43750163,Very High,0.46488354,High,0.26672809,80.45,0,0.9712,0.8962,2.05,0.06,1,0.99,7.1609,0.475,0.02,0.1717,0.0779,1.3445,2.19962272,107500,0.9807,0.0375,0.24928367,0.3585,0.4682,0.9285,0.5375,0.5182,50.2724,7.0564,1689.462,132.8656,86.3009,0.3975,0.3904,0.34009009,0.42105263,0.85384615,436700,,208.175,25,77,0.9221,82.9,1458,3.64852097,0.02327221,0.23388203,0.75514403,0.12277092,0.37517147,0.07956104,0.12345679,0.0260631,0.09602195,0,0.05486968,0.09122085,0.62482853,54d4b44e-7d3b-475e-8272-e3411efd8c05,16728925.9481812,29230.9377490703
594,530539400052,High,0.29351731,Very High,0.50978311,Very Low,-0.31026927,High,0.34589366,Very High,0.59030354,High,0.3318755,58,0,1,0.9882,2.01,0.03,1,0.98,9.2071,0.475,0.0102,0.2068,0.0741,0.2124,2.25234387,117422,0.9605,0.0378,0.33159722,0.3746,0.6293,0.9285,0.5937,0.5182,50.2724,7.0564,2203.7635,49.0342,86.3359,0.403,0.3676,0.32952381,0.52941177,0.88532884,567000,1,133.65,12,50,0.8802,82.9,1659,4.27533006,0.02040816,0.25617842,0.70162749,0.11030741,0.3893912,0.00421941,0.20494274,0.09101869,0.0952381,0,0.00421941,0.08499096,0.6106088,b2fdcc53-4f4b-4259-9a77-f26aa2d85ddc,16941339.8137207,25267.9367859326
595,530539400053,High,0.20468456,High,0.47516812,High,0.25773587,Moderate,0.03806226,Very High,0.41531847,Moderate,-0.16286194,56,0.3333,0.9883,0.9863,2.52,0.52,1,1,51.9666,0.475,0.0496,0.2397,0.066,0.1058,5.74387127,103397,0.9293,0.0375,0.23804971,0.3587,0.4197,0.9286,0.5381,0.5182,50.2724,7.0564,1855.2453,71.349,86.5579,0.1764,0.3209,0.24752475,0.59813084,0.79060665,401100,1,125.6,10,50,0.9116,82.9,1606,10.19299145,0.02235772,0.32440847,0.67372354,0.05915318,0.40099626,0,0.07222914,0.08405978,0.16127024,0.00435866,0.04483188,0.19551681,0.59900374,901cfcbd-8765-40c1-9853-d98455ef45fb,6913281.89666748,16408.9383067395
596,530539400054,High,0.27671605,Moderate,0.12658357,Very High,0.64928753,High,0.30718006,Very High,0.43151772,Moderate,-0.13098862,65,0.3333,1,1,3,1,1,1,71.1878,0.475,0.0689,0.0988,0.0338,0.395,8.31349913,96992,0.9486,0.0382,0.2859745,0.3933,0.5179,0.9286,0.659,0.5182,50.2724,7.0564,1852.135,23.7772,86.9369,0.2071,0.4142,0.31533477,0.7254902,0.81946903,427200,,107.8,6,43,0.9485,78.3,1599,14.41787972,0.02271209,0.28705441,0.67729831,0.0956848,0.39649781,0.00562852,0.10506567,0.10068793,0.15634772,0,0.01500938,0.17010632,0.60350219,7c713fb8-b59e-4b16-b780-569c74902f7d,4965393.28594971,9936.72675129108
597,530539400061,Very Low,-0.55809847,Very Low,-0.6606374,Very Low,-0.3813694,Very Low,-0.85527333,Very Low,-0.50600751,Low,-0.38720471,73,0.3333,0.6833,0.8204,3,1,1,1,75.2818,0.2334,0.0422,0.5748,0.388,0.0874,9.48462743,51447,0.9365,0.0517,0.08754209,0.2096,0.1593,0.912,0.7302,0.5551,50.5758,7.1615,995.7481,160.9203,87.2,0.3345,0.4204,0.30131004,0.50803859,0.42407407,409000,,290.575,42,95,0.8157,73.1,1808,17.69680742,0.2995338,0.28982301,0.55807522,0.24059735,0.89712389,0.00110619,0.28152655,0.26438053,0.10176991,0.1875,0.04701327,0.11559735,0.10287611,22065eac-51d7-4cd2-af79-83aa2a1e1bf9,4389468.16662598,8598.63920596121
598,530539400062,Low,-0.26047876,Low,-0.15101917,Moderate,-0.03652457,Very Low,-0.86348937,Low,-0.20668093,Moderate,-0.04467975,83,0.25,0.8403,0.9319,3,1,1,1,43.3968,0.2334,0.0214,0.4751,0.2904,0.7154,1.91940896,49924,0.9018,0.0499,0.28045574,0.2102,0.4507,0.9,0.7334,0.5551,50.5758,7.1615,952.9657,100.5557,87.0169,0.4724,0.3792,0.13432836,0.44701349,0.27916667,390400,,454.975,68,145,0.9959,73.1,1970,5.62683878,0.09710983,0.40101523,0.58883249,0.07258883,0.80558376,0.04517767,0.17664975,0.33248731,0.07766498,0.03756345,0.11015228,0.1035533,0.19441624,592df914-661f-4d2f-a284-0820589e0a65,15160092.5617676,19287.1050317695
599,530539400071,Low,-0.33651593,Low,-0.27424644,Low,-0.23605646,Low,-0.15146251,Low,-0.34523489,Very Low,-0.67557936,81,0,0.8915,0.8729,2.99,1,1,0.99,22.9393,0.2771,0.0276,0.4333,0.1565,4.9617,1.80615491,76838,0.9819,0.0463,0.14622642,0.1291,0.2399,0.8295,0.4904,0.6062,50.4416,7.1562,1216.6446,426.2994,87.01,0.3007,0.2884,0.10322581,0.58888889,0.72093023,304900,4,533.95,99,157,0.939,76.3,1885,4.7286139,0.132466,0.27904509,0.67374005,0.09973475,0.54588859,0.01485411,0.07480106,0.09602122,0.10981432,0,0.04562334,0.31458886,0.45411141,2b18c865-928f-4921-ae86-b64c8fa48c34,17229023.9591675,20693.0737197602
600,530539400072,Very Low,-0.37240583,Low,-0.2233578,Low,-0.19586679,Very Low,-0.62352724,Low,-0.35879226,Low,-0.46048506,53,0.3333,0.9772,0.8734,3,1,1,1,24.0591,0.2771,0.031,0.3967,0.121,0.123,3.71087588,71917,0.8926,0.0471,0.09356137,0.1288,0.2045,0.8449,0.4804,0.6062,50.4416,7.1562,1091.6616,89.5165,87.4051,0.3203,0.2801,0.25198939,0.35238095,0.78215768,309400,1,141.15,11,55,0.8276,76.3,1578,7.06364553,0.07356003,0.26742712,0.67110266,0.12801014,0.63371356,0.09632446,0.12991128,0.10836502,0.28897338,0.04435995,0.00823828,0.24651458,0.36628644,0dcc39b2-94ed-4285-826a-8f5df694f446,9550065.43835449,13806.259368253
601,530539400081,High,0.29718084,High,0.26642028,Moderate,0.06684575,High,0.3665756,High,0.36545904,High,0.42060353,67,,0.9931,0.9875,1.92,0,1,0.92,3.4826,0.4613,0.0398,0.1083,0.038,0.1673,3.27382678,101250,0.9582,0.0392,0.3595594,0.4664,0.5709,0.9286,0.8678,0.478,49.9297,7.0534,1830.5476,8.3659,85.4922,0.2702,0.4557,0.31693989,0.75722543,0.76038781,569100,,106.5,5,44,0.9023,81.1,1607,6.65954385,0.04780115,0.1717486,0.57249533,0.29184816,0.23210952,0,0.10454263,0.05476042,0.0746733,0.00373367,0,0.06907281,0.76789048,512c5439-f267-49bc-a431-4ed08f7342fc,10459184.1330566,21015.4965820808
602,530539400082,High,0.25369319,High,0.21334518,Moderate,0.06713574,High,0.25121851,High,0.33514213,High,0.4016244,62,0.3333,0.9524,0.9273,2.86,0.89,1,0.97,11.4487,0.4613,0.0267,0.125,0.0331,0.0897,9.06186767,86000,0.9643,0.0393,0.38278689,0.45,0.5575,0.9286,0.8571,0.478,49.9297,7.0534,1828.9163,29.1665,85.8607,0.2991,0.4073,0.20689655,0.45673077,0.21804511,628800,,223.975,7,98,0.8536,81.1,2056,15.23401467,0.03689637,0.26118677,0.72324903,0.07052529,0.53307393,0.00972763,0.08365759,0.12159533,0.18628405,0.0364786,0.0598249,0.22178988,0.46692607,3c9928a7-b196-4802-a111-4a06709b18b2,5817609.52563477,15361.5474944669
603,530539400083,High,0.24975958,Very High,0.63592826,Low,-0.15055847,Moderate,0.09260981,High,0.33483668,High,0.33598163,66,0,0.9624,1,2.17,0.27,1,0.9,0.809,0.4613,0.0251,0.2246,0.1355,0.5848,2.64651878,104757,0.9321,0.0393,0.35087719,0.45,0.5572,0.9286,0.8571,0.478,49.9297,7.0534,1997.6316,9.1384,85.8856,0.2602,0.188,0.09384164,0.56896552,0.85463659,466500,,98.15,3,43,0.9533,81.1,1055,4.69256692,0.06726908,0.20379147,0.68151659,0.14691943,0.29952607,0.02180095,0.05971564,0.03127962,0.11563981,0.00758294,0.0056872,0.17345972,0.70047393,11ea4221-5d3a-41f6-b7f7-dd0732498283,9948622.36480713,19818.8692323198
604,530539400084,High,0.34880109,Very High,0.5538138,Very High,0.35490353,Very High,0.46878956,High,0.2037849,High,0.16271368,64.25,0.3333,0.9871,0.9501,2.94,0.94,1,1,45.4985,0.4613,0.0475,0.2252,0.1139,0.1668,7.84193963,131417,0.9702,0.0454,0.34347572,0.45,0.5024,0.9286,0.8571,0.478,49.9297,7.0534,1921.1948,56.1366,86.7551,0.2618,0.2319,0.13034623,0.58461539,0.79066023,526100,,114.275,13,41,0.9793,78.3,2669,17.67748046,0.0289916,0.3203447,0.55001873,0.16710378,0.69501686,0.01835894,0.13750468,0.29112027,0.1090296,0.00337205,0.03559386,0.20906707,0.30498314,dcf3b1ef-aba2-45e8-a612-64e770f83fab,6714822.76190186,11124.1071032436
610,530539400111,Very High,0.60998561,Very High,0.84563585,High,0.07900781,Very High,0.69744071,Very High,0.50902414,Very High,0.91881955,86.38,0,0.9875,0.9891,1.58,0,1,0.58,0.4876,0.6621,0.0172,0.0704,0.0118,0.3009,1.85798316,119792,0.9852,0.0454,0.57817338,0.4966,0.7591,0.9286,0.8875,0.4358,49.7155,7.0391,1900.1719,8.6304,85.3012,0.4207,0.3261,0.27483444,0.08108108,0.94227769,638700,,98.825,10,38,0.9641,83.7,1796,3.79628868,0.04526504,0.22438753,0.6481069,0.17483296,0.31904232,0.01391982,0.18875278,0.06681515,0.16202673,0,0.00278396,0.0467706,0.68095768,6a709df3-63b0-4f64-896f-1582639fae9d,20514467.0991821,34213.8937122513
611,530539400112,Very High,0.71055181,Very High,1.19891021,Moderate,0.03322003,Very High,0.9819596,Very High,0.54492057,Very High,0.79374865,58,,1,1,1.4,0,1,0.4,0.0491,0.6621,0.0396,0.0842,0.0605,0.2109,2.4940627,157214,0.9898,0.0454,0.58221797,0.522,0.7709,0.9286,0.9041,0.4358,49.7155,7.0391,1596.2198,4.6129,85.1115,0.3392,0.1711,0.13786408,0,0.96804511,673400,,49.675,2,21,1,83.7,1389,5.87161541,0.01369863,0.23974082,0.58891289,0.26205904,0.25773938,0.00359971,0.11519079,0.04319654,0.0187185,0.00647948,0.01439885,0.07487401,0.74226062,e37a93de-0b34-4f96-9761-202f2a70fc1c,10012370.6655273,20111.5205424726
612,530539400113,Very High,0.59809689,Very High,0.93723068,Moderate,-0.05607866,Very High,0.71440462,Very High,0.42874759,Very High,0.96618025,67,,0.9962,0.9794,1.3,0,1,0.3,0,0.6621,0.0159,0.1744,0.1061,0.1917,2.9570556,146458,0.9808,0.0454,0.45667686,0.522,0.6568,0.9286,0.9041,0.4358,49.7155,7.0391,1527.1711,9.4636,84.2202,0.3544,0.3096,0.14861996,0.35483871,0.8836773,758000,,43.625,,20,0.9365,83.7,1244,5.4416822,0.00165563,0.20578778,0.59967846,0.25803859,0.20337621,0.00401929,0.13263666,0.02090032,0.00643087,0,0,0.04581994,0.79662379,7d1bc3e4-3bda-4712-a745-e8519b1cf4ae,9844344.65905762,17206.1631533771
619,530530723093,Very High,0.54115258,Very High,0.5754124,Low,-0.12646731,High,0.23617452,High,0.17698533,Very High,1.84365793,74,0,1,1,1.9,0.72,1,0.18,4.3155,0.5407,0.0011,0.1498,0.0231,0.2132,6.81385384,78750,0.9808,,0.50326797,,0.6607,,,0.3048,48.6113,7.0169,514.8719,8.8558,83.2689,0.4119,0.4468,0.20353982,0.49813433,0.17411402,1094200,,245.625,3,111,0.9031,80.9,1475,10.17250447,0,0.24542373,0.72949153,0.05220339,0.30440678,0,0.01898305,0.04135593,0.20949153,0,0,0.2440678,0.69559322,9323c8c8-3ef1-40cd-b53c-71cad05a28b7,4701722.63842773,19495.7596286749
623,530530610013,Very High,0.52205338,Very High,0.86157845,Very Low,-0.36191798,High,0.38829096,High,0.18659218,Very High,1.53572332,53,,0.934,0.8854,2.21,1,1,0.21,6.9617,0.58,0.0076,0.155,0.1296,0.9655,1.94627322,93281,0.9889,0.0298,0.53973799,0.1845,0.7696,0.4242,0.2666,0.3503,48.5987,6.9878,571.1059,170.6435,84.0746,0.3999,0.3351,0.32386364,0.22767857,0.61111111,716200,,110.075,12,39,0.9952,81.2,1466,4.51461478,0.02736686,0.18008186,0.50272851,0.32810368,0.2994543,0,0.09686221,0.06821282,0.03888131,0,0,0.13437926,0.7005457,e0fe970b-a99d-4ccd-9259-3b7f9dc1c77f,13238932.5146484,23705.3450515361
625,530530609082,Very High,0.66614267,High,0.46587905,Very High,0.28195382,Very High,1.21055435,Moderate,0.05901234,Very High,1.31331379,72.5443,0.5,0.9739,1,1.98,0.6,1,0.38,11.0731,0.5735,0.0138,0.0622,0.0501,0.161,3.57592628,203427,0.9903,0.0249,0.36668999,0.1851,0.54,0.5157,0.3187,0.3721,48.7446,6.9758,636.0534,225.0886,84.2024,0.3478,0.1916,0.10128913,0,0.94599303,554900,,87.2,9,31,0.9811,75.2,1723,7.49552431,0.00709639,0.14973883,0.72373767,0.17875798,0.19733024,0,0.0069646,0.03598375,0.00174115,0,0.00174115,0.15264074,0.80266976,172c792d-236a-4399-b52c-d8735facbc78,10024552.7015381,17418.3807415822
627,530530609033,Very High,0.53340372,Very High,0.76568407,High,0.11535571,Low,-0.14278307,Moderate,-0.01923186,Very High,1.94799376,76,0.5,0.9516,0.9497,1.42,0,1,0.42,12.2127,0.7008,0.0049,0.0842,0.043,0.2242,1.19980026,93945,0.8537,0.0237,0.42758621,0.2304,0.5675,0.4933,0.4686,0.3593,48.7237,6.9474,706.5203,16.6573,83.5981,0.5451,0.3128,0.12318841,0.36585366,0.77094972,531300,2,69.475,6,28,1,81.8,1174,3.74618486,0.00716846,0.1286201,0.45826235,0.41311755,0.09965928,0,0.01192504,0.02640545,0.01277683,0,0.00851789,0.0528109,0.90034072,35ed5739-df66-4471-80cb-63949ad1e75a,13638619.0678711,18266.6926744831
629,530530603001,Very High,0.56845706,High,0.48740282,Very Low,-0.46585497,Very High,0.44968739,Moderate,0.09091094,Very High,2.28013914,69,0.5,0.7334,0.8647,1.05,0,1,0.05,8.275,0.7775,0.0038,0.1735,0.1668,1.7663,0.54608386,96750,1,0.0183,0.48337389,0.1835,0.6581,0.3823,0.3783,0.3084,48.6167,6.8754,804.7415,15.862,82.6965,0.6087,0.3599,0.10663507,0.66561514,0.57104195,634300,,374.275,17,162,0.991,78.6,1461,1.52840713,0,0.14784394,0.47570157,0.39425051,0.10403833,0.0109514,0.01574264,0,0.04312115,0.01505818,0.03285421,0.0294319,0.89596167,d124c4fe-a477-4d1e-9af6-128d0c661fa5,39242282.255188,38240.2984232955
633,530530603002,Very High,0.62631377,Very High,0.5998769,Moderate,0.02661827,Very High,0.45315372,High,0.31249747,Very High,1.73942252,58,0.3333,1,0.997,1.42,0,1,0.42,4.9,0.7775,0.0079,0.1406,0.0516,1.9973,2.8509258,123125,0.9462,0.0127,0.61847015,0.1522,0.7768,0.3066,0.3021,0.3084,48.6167,6.8754,919.2125,38.7555,83.0424,0.2317,0.2994,0.20618557,0.42142857,0.58083832,663700,,223.5,17,89,0.9762,78.6,1282,5.30462536,0.00965406,0.1575663,0.63182527,0.22386896,0.23712949,0.01092044,0.03120125,0.01170047,0.08892356,0.01872075,0.00936037,0.15522621,0.76287052,773f5a56-b189-49b1-b29e-8727c98093fe,10293522.166748,19039.8220180461
635,530530604001,Very High,0.7489361,Very High,1.07078021,Low,-0.2451792,Very High,1.09720815,High,0.36655088,Very High,1.45532044,47,0,1,0.9606,2.16,0.56,1,0.6,3.4667,0.7297,0.0095,0.0328,0.0269,0.1875,2.68307208,190231,0.9563,0.0104,0.67613132,0.1577,0.7609,0.2652,0.2722,0.3585,49.0262,6.9951,1001.0604,63.8042,84.0051,0.3868,0.2348,0.13610586,0.2875,0.86863711,792300,,162.6,20,59,0.9882,81.8,1536,4.79209153,0,0.24544271,0.61263021,0.20442708,0.14257813,0,0.01106771,0.00390625,0.09505208,0,0.01497396,0.11263021,0.85742188,ac3f5093-7a75-4425-9d1f-9a8b6b35996b,13715445.9423218,21018.9679093762
639,530530606001,Very High,0.55016713,Very High,0.88433788,Low,-0.15325481,Very High,0.812396,Very High,0.50538961,Very High,0.701967,46,0.2857,1,1,2.06,0.6,1,0.46,5.6116,0.5681,0.0083,0.1562,0.1407,1.1387,4.50430627,148873,0.9886,0.0112,0.69340233,0.1166,0.9142,0.2352,0.2168,0.4651,49.5644,7.0935,1348.1937,86.9333,84.369,0.3264,0.2002,0.15963855,0.09090909,0.80096502,1015300,,292.8,18,122,0.8949,81.6,2065,8.15911619,0,0.24261501,0.59079903,0.2,0.18595642,0.04939467,0.01598063,0,0.02711864,0,0,0.12058111,0.81404358,c63b223c-ee60-49c9-8f2d-8780c44fd7e3,10469104.2225342,23787.9882050383
643,530539400012,Very High,0.4447803,Very High,0.9504221,Low,-0.15393167,Moderate,0.10024274,High,0.32181929,Very High,1.00534904,61,,0.9829,1,1.28,0,1,0.28,0.5111,0.7011,0.0001,0.1723,0.1361,0.431,1.9560849,101705,0.9216,0.004,0.44491525,0.0544,0.6499,0.0967,0.0942,0.4082,49.6794,7.0204,1255.601,26.6669,84.2037,0.3258,0.4373,0.27520436,0.69811321,0.69771863,797800,,1.75,,1,0.975,83.7,1161,4.34228406,0.01168014,0.15848407,0.60292851,0.26787252,0.17829457,0,0.06029285,0.00861326,0.04392765,0,0.00344531,0.10594315,0.82170543,fbcc856b-31c7-4033-b631-2cfcfaefcbb3,10755549.8647461,24978.2394232596
